Training Session ID,Training Name,Training Type,Duration Hours
3337,Leadership Essentials,Leadership,60
3338,Problem Solving,Skill Development,60
3339,Diversity and Inclusion,Compliance,8
3340,Anti-Harassment Training,Compliance,32
3341,Strategic Planning,Leadership,16
3342,Data Privacy and Security,Compliance,16
3343,Communication Skills,Skill Development,2
3344,Advanced Excel,Technical,32
3345,Data Analysis with Python,Technical,16
3346,Workplace Safety,Compliance,32
3347,Strategic Planning,Leadership,40
3348,Communication Skills,Skill Development,16
3349,Negotiation Skills,Skill Development,16
3350,Negotiation Skills,Skill Development,60
3351,SQL for Data Management,Technical,32
3352,Leadership Essentials,Leadership,8
3353,Communication Skills,Skill Development,60
3354,Team Building,Leadership,40
3355,Negotiation Skills,Skill Development,32
3356,Problem Solving,Skill Development,4
3357,Creative Thinking,Skill Development,40
3358,Data Privacy and Security,Compliance,4
3359,Strategic Planning,Leadership,4
3360,SQL for Data Management,Technical,60
3361,Cybersecurity Basics,Technical,40
3362,SQL for Data Management,Technical,8
3363,Time Management,Skill Development,32
3364,Time Management,Skill Development,32
3365,Negotiation Skills,Skill Development,40
3366,SQL for Data Management,Technical,8
3367,Conflict Resolution,Leadership,16
3368,Diversity and Inclusion,Compliance,32
3369,Advanced Excel,Technical,8
3370,Coaching and Mentoring,Leadership,40
3371,Negotiation Skills,Skill Development,40
3372,Project Management Software Training,Technical,16
3373,Negotiation Skills,Skill Development,32
3374,Team Building,Leadership,32
3375,Cybersecurity Basics,Technical,8
3376,Advanced Excel,Technical,40
3377,Data Privacy and Security,Compliance,4
3378,Diversity and Inclusion,Compliance,16
3379,Data Analysis with Python,Technical,2
3380,Customer Service Excellence,Skill Development,40
3381,Creative Thinking,Skill Development,16
3382,Cybersecurity Basics,Technical,8
3383,Time Management,Skill Development,8
3384,Creative Thinking,Skill Development,4
3385,Strategic Planning,Leadership,8
3386,Advanced Excel,Technical,60
3387,Strategic Planning,Leadership,16
3388,Anti-Harassment Training,Compliance,16
3389,Negotiation Skills,Skill Development,60
3390,Advanced Excel,Technical,2
3391,Creative Thinking,Skill Development,8
3392,Cloud Computing Essentials,Technical,32
3393,Cybersecurity Basics,Technical,2
3394,Code of Conduct,Compliance,32
3395,Anti-Harassment Training,Compliance,32
3396,Cybersecurity Basics,Technical,4
3397,Financial Compliance,Compliance,40
3398,Time Management,Skill Development,60
3399,SQL for Data Management,Technical,16
3400,Cybersecurity Basics,Technical,60
3401,Customer Service Excellence,Skill Development,60
3402,SQL for Data Management,Technical,60
3403,Creative Thinking,Skill Development,32
3404,Customer Service Excellence,Skill Development,8
3405,Code of Conduct,Compliance,60
3406,Cloud Computing Essentials,Technical,32
3407,Cloud Computing Essentials,Technical,8
3408,Data Privacy and Security,Compliance,60
3409,Code of Conduct,Compliance,40
3410,Cybersecurity Basics,Technical,8
3411,Financial Compliance,Compliance,32
3412,Communication Skills,Skill Development,60
3413,Project Management Software Training,Technical,60
3414,Time Management,Skill Development,60
3415,Cloud Computing Essentials,Technical,40
3416,Financial Compliance,Compliance,2
3417,Data Analysis with Python,Technical,32
3418,Cybersecurity Basics,Technical,8
3419,Cloud Computing Essentials,Technical,32
3420,Advanced Excel,Technical,4
3421,Financial Compliance,Compliance,16
3422,Code of Conduct,Compliance,32
3423,Conflict Resolution,Leadership,32
3424,Code of Conduct,Compliance,8
3425,Emotional Intelligence,Leadership,4
3426,Coaching and Mentoring,Leadership,16
3427,Time Management,Skill Development,8
3428,Negotiation Skills,Skill Development,8
3429,Problem Solving,Skill Development,4
3430,Emotional Intelligence,Leadership,4
3431,Cybersecurity Basics,Technical,16
3432,Cybersecurity Basics,Technical,32
3433,Emotional Intelligence,Leadership,40
3434,Time Management,Skill Development,8
3435,Advanced Excel,Technical,2
3436,Strategic Planning,Leadership,2
3437,Conflict Resolution,Leadership,4
3438,Communication Skills,Skill Development,60
3439,Conflict Resolution,Leadership,32
3440,Communication Skills,Skill Development,2
3441,Data Analysis with Python,Technical,4
3442,Time Management,Skill Development,2
3443,Data Analysis with Python,Technical,8
3444,Workplace Safety,Compliance,8
3445,Problem Solving,Skill Development,8
3446,Diversity and Inclusion,Compliance,8
3447,Leadership Essentials,Leadership,4
3448,Time Management,Skill Development,32
3449,Anti-Harassment Training,Compliance,60
3450,Anti-Harassment Training,Compliance,8
3451,Advanced Excel,Technical,40
3452,Conflict Resolution,Leadership,32
3453,Code of Conduct,Compliance,2
3454,Negotiation Skills,Skill Development,8
3455,Customer Service Excellence,Skill Development,4
3456,Code of Conduct,Compliance,8
3457,Emotional Intelligence,Leadership,2
3458,Time Management,Skill Development,16
3459,Customer Service Excellence,Skill Development,2
3460,Data Privacy and Security,Compliance,4
3461,Workplace Safety,Compliance,8
3462,Time Management,Skill Development,60
3463,Cloud Computing Essentials,Technical,16
3464,Code of Conduct,Compliance,8
3465,Leadership Essentials,Leadership,16
3466,Data Analysis with Python,Technical,2
3467,Customer Service Excellence,Skill Development,32
3468,Cybersecurity Basics,Technical,16
3469,Coaching and Mentoring,Leadership,2
3470,Anti-Harassment Training,Compliance,32
3471,Data Analysis with Python,Technical,60
3472,Communication Skills,Skill Development,4
3473,Financial Compliance,Compliance,2
3474,Emotional Intelligence,Leadership,4
3475,Financial Compliance,Compliance,8
3476,Creative Thinking,Skill Development,32
3477,Problem Solving,Skill Development,16
3478,Diversity and Inclusion,Compliance,2
3479,Data Privacy and Security,Compliance,16
3480,Data Privacy and Security,Compliance,8
3481,Strategic Planning,Leadership,8
3482,Coaching and Mentoring,Leadership,2
3483,Cloud Computing Essentials,Technical,60
3484,Anti-Harassment Training,Compliance,16
3485,Time Management,Skill Development,40
3486,Code of Conduct,Compliance,2
3487,Customer Service Excellence,Skill Development,60
3488,Leadership Essentials,Leadership,60
3489,Time Management,Skill Development,60
3490,Communication Skills,Skill Development,16
3491,Creative Thinking,Skill Development,8
3492,Team Building,Leadership,8
3493,Diversity and Inclusion,Compliance,40
3494,Advanced Excel,Technical,8
3495,Code of Conduct,Compliance,60
3496,Advanced Excel,Technical,32
3497,SQL for Data Management,Technical,4
3498,SQL for Data Management,Technical,60
3499,Diversity and Inclusion,Compliance,40
3500,Data Analysis with Python,Technical,40
3501,SQL for Data Management,Technical,4
3502,SQL for Data Management,Technical,8
3503,SQL for Data Management,Technical,32
3504,Data Privacy and Security,Compliance,8
3505,Advanced Excel,Technical,40
3506,Leadership Essentials,Leadership,8
3507,Problem Solving,Skill Development,16
3508,Workplace Safety,Compliance,32
3509,Project Management Software Training,Technical,8
3510,Creative Thinking,Skill Development,4
3511,Cybersecurity Basics,Technical,2
3512,Advanced Excel,Technical,60
3513,Financial Compliance,Compliance,4
3514,Team Building,Leadership,32
3515,Project Management Software Training,Technical,2
3516,Strategic Planning,Leadership,16
3517,Strategic Planning,Leadership,16
3518,Communication Skills,Skill Development,16
3519,Data Privacy and Security,Compliance,2
3520,Time Management,Skill Development,16
3521,Problem Solving,Skill Development,8
3522,Conflict Resolution,Leadership,32
3523,Data Privacy and Security,Compliance,32
3524,Anti-Harassment Training,Compliance,32
3525,Team Building,Leadership,16
3526,Problem Solving,Skill Development,8
3527,Leadership Essentials,Leadership,16
3528,Cloud Computing Essentials,Technical,32
3529,Code of Conduct,Compliance,40
3530,Anti-Harassment Training,Compliance,32
3531,Financial Compliance,Compliance,2
3532,Coaching and Mentoring,Leadership,40
3533,Cloud Computing Essentials,Technical,16
3534,Coaching and Mentoring,Leadership,2
3535,Customer Service Excellence,Skill Development,2
3536,Strategic Planning,Leadership,32
3537,Problem Solving,Skill Development,16
3538,Customer Service Excellence,Skill Development,32
3539,Leadership Essentials,Leadership,2
3540,Problem Solving,Skill Development,8
3541,Conflict Resolution,Leadership,40
3542,Diversity and Inclusion,Compliance,8
3543,Time Management,Skill Development,8
3544,Time Management,Skill Development,2
3545,Communication Skills,Skill Development,4
3546,Coaching and Mentoring,Leadership,4
3547,Strategic Planning,Leadership,60
3548,Cloud Computing Essentials,Technical,16
3549,Data Privacy and Security,Compliance,16
3550,Anti-Harassment Training,Compliance,4
3551,Advanced Excel,Technical,40
3552,Financial Compliance,Compliance,2
3553,Code of Conduct,Compliance,8
3554,Data Analysis with Python,Technical,4
3555,Data Privacy and Security,Compliance,60
3556,Code of Conduct,Compliance,2
3557,Strategic Planning,Leadership,32
3558,Data Privacy and Security,Compliance,4
3559,Diversity and Inclusion,Compliance,2
3560,Financial Compliance,Compliance,32
3561,Creative Thinking,Skill Development,4
3562,Team Building,Leadership,16
3563,Leadership Essentials,Leadership,16
3564,Emotional Intelligence,Leadership,8
3565,Data Privacy and Security,Compliance,32
3566,Creative Thinking,Skill Development,4
3567,Data Analysis with Python,Technical,8
3568,Strategic Planning,Leadership,16
3569,Emotional Intelligence,Leadership,2
3570,Leadership Essentials,Leadership,60
3571,Conflict Resolution,Leadership,60
3572,Customer Service Excellence,Skill Development,8
3573,Financial Compliance,Compliance,4
3574,Strategic Planning,Leadership,60
3575,Problem Solving,Skill Development,4
3576,Negotiation Skills,Skill Development,32
3577,Data Privacy and Security,Compliance,40
3578,Anti-Harassment Training,Compliance,4
3579,Anti-Harassment Training,Compliance,16
3580,Financial Compliance,Compliance,2
3581,Project Management Software Training,Technical,2
3582,Leadership Essentials,Leadership,16
3583,Financial Compliance,Compliance,2
3584,Problem Solving,Skill Development,8
3585,Conflict Resolution,Leadership,32
3586,Leadership Essentials,Leadership,4
3587,Cloud Computing Essentials,Technical,4
3588,Problem Solving,Skill Development,8
3589,Team Building,Leadership,4
3590,Advanced Excel,Technical,4
3591,Coaching and Mentoring,Leadership,40
3592,Data Analysis with Python,Technical,32
3593,Diversity and Inclusion,Compliance,4
3594,Team Building,Leadership,16
3595,Leadership Essentials,Leadership,60
3596,Cloud Computing Essentials,Technical,60
3597,Advanced Excel,Technical,2
3598,Customer Service Excellence,Skill Development,60
3599,Project Management Software Training,Technical,8
3600,Code of Conduct,Compliance,8
3601,Code of Conduct,Compliance,60
3602,Communication Skills,Skill Development,32
3603,Data Privacy and Security,Compliance,32
3604,Workplace Safety,Compliance,16
3605,Coaching and Mentoring,Leadership,40
3606,Conflict Resolution,Leadership,16
3607,Diversity and Inclusion,Compliance,8
3608,Advanced Excel,Technical,32
3609,Team Building,Leadership,8
3610,Emotional Intelligence,Leadership,16
3611,Advanced Excel,Technical,16
3612,Coaching and Mentoring,Leadership,32
3613,Advanced Excel,Technical,8
3614,Code of Conduct,Compliance,32
3615,Data Analysis with Python,Technical,2
3616,Conflict Resolution,Leadership,32
3617,Advanced Excel,Technical,40
3618,Team Building,Leadership,16
3619,Project Management Software Training,Technical,16
3620,Creative Thinking,Skill Development,40
3621,Data Analysis with Python,Technical,32
3622,Data Privacy and Security,Compliance,2
3623,Creative Thinking,Skill Development,8
3624,Workplace Safety,Compliance,2
3625,Negotiation Skills,Skill Development,16
3626,Emotional Intelligence,Leadership,32
3627,Project Management Software Training,Technical,60
3628,Anti-Harassment Training,Compliance,2
3629,Problem Solving,Skill Development,4
3630,SQL for Data Management,Technical,60
3631,Leadership Essentials,Leadership,60
3632,Customer Service Excellence,Skill Development,4
3633,Customer Service Excellence,Skill Development,40
3634,Data Privacy and Security,Compliance,2
3635,Emotional Intelligence,Leadership,4
3636,Team Building,Leadership,2
3637,Diversity and Inclusion,Compliance,8
3638,Customer Service Excellence,Skill Development,16
3639,Team Building,Leadership,60
3640,Leadership Essentials,Leadership,60
3641,Data Privacy and Security,Compliance,40
3642,Coaching and Mentoring,Leadership,2
3643,Team Building,Leadership,8
3644,Emotional Intelligence,Leadership,8
3645,Team Building,Leadership,4
3646,Code of Conduct,Compliance,8
3647,Creative Thinking,Skill Development,60
3648,Data Privacy and Security,Compliance,16
3649,Advanced Excel,Technical,8
3650,Data Analysis with Python,Technical,60
3651,Communication Skills,Skill Development,4
3652,Creative Thinking,Skill Development,60
3653,Diversity and Inclusion,Compliance,16
3654,Problem Solving,Skill Development,16
3655,Anti-Harassment Training,Compliance,8
3656,Diversity and Inclusion,Compliance,60
3657,Financial Compliance,Compliance,60
3658,Anti-Harassment Training,Compliance,8
3659,Cloud Computing Essentials,Technical,32
3660,SQL for Data Management,Technical,32
3661,Data Analysis with Python,Technical,8
3662,Problem Solving,Skill Development,8
3663,Diversity and Inclusion,Compliance,40
3664,Communication Skills,Skill Development,2
3665,Project Management Software Training,Technical,60
3666,Financial Compliance,Compliance,2
3667,Cloud Computing Essentials,Technical,16
3668,Data Analysis with Python,Technical,32
3669,Diversity and Inclusion,Compliance,2
3670,Leadership Essentials,Leadership,60
3671,Creative Thinking,Skill Development,32
3672,Data Analysis with Python,Technical,40
3673,Coaching and Mentoring,Leadership,16
